inputs,labels,predictions
"Jo, bydlí tam asi většina romské populace Brna, ale jediné co dělají je, že překáží na chodníku a parkuji kde nemají :D rozhodně to není, že bych se tam večer bál vylézt na ulici.","Yeah, most of Brno's Romani population lives there, but all they do is get in the way on the sidewalk and park where they shouldn't :D I'm definitely not afraid to go out on the street in the evening.","Here is the translation from Czech to English:

""Yes, most of the Roma population of Brno lives there, but the only thing they do is obstruct the sidewalk and park wherever they shouldn't :D It's definitely not that I would be afraid to go"
"Takže pokud hledáte relativně levné bydlení s dobrou dostupností do centra, tak bych do toho klidně šel.","So if you're looking for relatively cheap housing with good access to the city center, I'd go for it.","Here is the translation from Czech to English:

""So if you're looking for relatively affordable housing with good access to the city center, I'd definitely consider it."""
Plno bytů je tam teď nově zrekonstruovaných nebo nově postavených.,Many of the flats there are now newly renovated or newly built.,"Here is the translation of the given Czech sentence to English:

There are now many newly reconstructed or newly built apartments there."
Felix Slováček (78) bez Dády i milenky Gelemové jako kůl v plotě!,Felix Slováček (78) without Dáda and his lover Gelemová being completely alone in this world!,"Here is the translation:

Felix Slováček (78) without Dada and his girlfriend Gelemové like a stake in the fence!

Note: The translation is quite literal, and the tone of the sentence is quite informal and humorous. The"
S kým stráví Vánoce?,Who will he spend Christmas with?,"Here is the translation of the Czech sentence to English:

""Who will you spend Christmas with?"""
"V neděli si většina lidí na adventním věnci zapálila první svíčku, Felix Slováček ne.","On Sunday, most people lit the first candle on the Advent wreath, but not Felix Slováček.","Here is the translation:

On Sunday, most people lit the first candle on their Advent wreath, Felix Slováček didn't."
"Já adventní věnec nemám, takže nebylo, co zapalovat.",I don't have an Advent wreath so there was nothing to light.,"Here is the translation from Czech to English:

""I don't have an Advent wreath, so there was nothing to light."""
"Dády věnec jsem viděl a Lucie určitě taky nějaký má, řekl Blesku saxofonista, který tak potvrdil slova Patrasové, že ji často navštěvuje.","I've seen Dáda's wreath and Lucie certainly has one too, the saxophonist told Blesk, confirming Patrasová's words that he has often visited her.","Here is the translation of the text from Czech to English:

""I've seen Grandpa's wreath and Lucie probably has one too,"" said the saxophonist to Blesk, confirming Patrasová's words that she often visits him."
"Navštěvuje, ale nebydlí v jejich domě na Vinohradech, kde Dáda po jeho odchodu zůstala sama.","He does visit, but he doesn’t live in their house in Vinohrady, where Dáda stayed alone after he left.","Here is the translation:

 ""He visits, but does not live in their house on Vinohrady, where Dada stayed alone after his departure."""
"Slováček stále neví, kde bude na Štědrý večer.",Slováček still doesn't know where he will be on Christmas Eve.,"Here is the translation:

Slováček still doesn't know where he'll be on Christmas Eve."
"Nedávno jsme se sešli s Aničkou, Felixem a oběma vnuky.","We recently met up with Anička, Felix and both grandsons.","Here is the translation of the sentence from Czech to English:

""Recently we met with Anička, Felix, and both grandsons."""
VIDEO: Felix Slováček a Lucie Gelemová: ZASE SPOLU!,VIDEO: Felix Slováček and Lucie Gelemová: TOGETHER AGAIN!,"Here is the translation of the Czech text to English:

VIDEO: Felix Slováček and Lucie Gelemová: TOGETHER AGAIN!"
Felix Slováček a Lucie Gelemová: ZASE SPOLU!,Felix Slováček and Lucie Gelemová: TOGETHER AGAIN!,"The translation from Czech to English is:

Felix Slováček and Lucie Gelemová: TOGETHER AGAIN!"
"Ale pořád jsme si něco povídali, takže na Vánoce nedošlo.",But we kept talking so Christmas didn't come up.,"Here is the translation of the given Czech sentence to English:

But we still talked a bit, so Christmas didn't come."
"Opravdu nevím, kde budu.",I really don’t know where I will be.,"Here is the translation of the given Czech sentence to English:

I really don't know where I'll be."
"Dárky kupuji průběžně a Dádě i Lucii určitě něco koupím, asi parfém.","I buy gifts all the time and I will definitely buy something for Dáda and Lucie, probably perfume.","Here is the translation from Czech to English:

""I buy presents gradually and I'll definitely buy something for Grandma and Lucy, probably perfume."""
"Jsem gentleman, dodal Felix, který sám přišel na křest hudebního videoklipu do klubu Richman.","I am a gentleman, added Felix, who came alone to the premiere of the music video at the Richman Club.","Here is the translation:

""I'm a gentleman,"" Felix added, who had come to the baptism of the music video clip to the Richman club himself."
"Jsem tady sám, ale sám se necítím.","I'm here alone, but I don't feel alone.","Here is the translation of the given Czech sentence to English:

""I'm here alone, but I don't feel alone.""

Or, in a more idiomatic translation:

""I'm here by myself, but I don't feel lonely.""

The original sentence """
"Vždy si najdu někoho, s kým se rád pobavím, tvrdí Slováček, který byl rád, že potkal manželku Luďka Soboty Adrianu nebo zpěvačku Kamilu Nývltovou.","I always find someone I like to have a conversation with, says Slováček, who was happy to meet Luděk Sobota's wife, Adriana, or singer Kamila Nývltová.","Here is the translation from Czech to English:

""I always find someone to have fun with,"" says Slováček, who was happy to meet Luděk Sobotka's wife Adrian or singer Kamil Nývltová."
